TA,WS_MAX,HR,PP,timestamp,WD,WS,RG,ingestion_time,source,station,RN
5.56,4.62,11.87,0.0,2019-01-01 01:00:00+00:00,271.57,4.28,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,
4.96,4.22,17.42,0.0,2019-01-01 02:00:00+00:00,288.03,3.86,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,
4.36,3.82,22.97,0.0,2019-01-01 03:00:00+00:00,304.5,3.45,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,
3.76,3.42,28.53,0.0,2019-01-01 04:00:00+00:00,320.97,3.03,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,
3.16,3.02,34.08,0.0,2019-01-01 05:00:00+00:00,337.43,2.62,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,
2.56,2.62,39.63,0.0,2019-01-01 06:00:00+00:00,353.9,2.2,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,15.64244524620085
2.95,3.16,33.19,0.0,2019-01-01 07:00:00+00:00,339.41,2.63,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,18.41740157385222
3.34,3.71,26.75,0.0,2019-01-01 08:00:00+00:00,324.92,3.06,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,21.64285316863146
3.73,4.26,20.31,0.0,2019-01-01 09:00:00+00:00,310.42,3.48,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,25.47544921094041
4.12,4.8,13.88,0.0,2019-01-01 10:00:00+00:00,295.93,3.91,105.44025320829624,2022-07-03 18:42:49.342698,sg,La Paloma ZA,102.4970195227313
4.51,5.35,7.44,0.0,2019-01-01 11:00:00+00:00,281.44,4.34,413.83333246617036,2022-07-03 18:42:49.342698,sg,La Paloma ZA,316.7686147323142
4.9,5.9,1.0,0.0,2019-01-01 12:00:00+00:00,266.95,4.77,719.9804815438898,2022-07-03 18:42:49.342698,sg,La Paloma ZA,517.7873729814015
5.87,5.89,1.04,0.0,2019-01-01 13:00:00+00:00,264.75,4.96,1000.1551924505554,2022-07-03 18:42:49.342698,sg,La Paloma ZA,698.0852410672625
6.84,5.88,1.07,0.0,2019-01-01 14:00:00+00:00,262.56,5.15,1234.9541068627314,2022-07-03 18:42:49.342698,sg,La Paloma ZA,838.5654223612678
7.81,5.87,1.1,0.0,2019-01-01 15:00:00+00:00,260.36,5.33,1408.2933279011918,2022-07-03 18:42:49.342698,sg,La Paloma ZA,921.4310308767957
8.78,5.87,1.13,0.0,2019-01-01 16:00:00+00:00,258.16,5.52,1508.3275465384552,2022-07-03 18:42:49.342698,sg,La Paloma ZA,926.487029278156
9.76,5.86,1.17,0.0,2019-01-01 17:00:00+00:00,255.97,5.71,1528.2232331151206,2022-07-03 18:42:49.342698,sg,La Paloma ZA,818.9171837395836
10.73,5.85,1.2,0.0,2019-01-01 18:00:00+00:00,253.77,5.9,1466.6155812612253,2022-07-03 18:42:49.342698,sg,La Paloma ZA,473.24985862036436
9.64,5.87,3.26,0.0,2019-01-01 19:00:00+00:00,252.16,5.82,1327.7005654029092,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1806.3145168813287
8.55,5.9,5.33,0.0,2019-01-01 20:00:00+00:00,250.56,5.73,1120.9536965255325,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1639.0278194549678
7.46,5.92,7.39,0.0,2019-01-01 21:00:00+00:00,248.95,5.65,860.5023008356013,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1471.7411220286067
6.37,5.94,9.45,0.0,2019-01-01 22:00:00+00:00,247.35,5.57,564.2379244217692,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1304.4544246022458
5.28,5.97,11.51,0.0,2019-01-01 23:00:00+00:00,245.74,5.48,253.14728789505588,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1137.1677271758847
4.19,5.99,13.58,0.0,2019-01-02 00:00:00+00:00,244.14,5.4,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-969.8810297495235
4.6,6.01,12.88,0.0,2019-01-02 01:00:00+00:00,244.32,5.45,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-802.5943323231626
5.0,6.03,12.18,0.0,2019-01-02 02:00:00+00:00,244.5,5.51,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-635.3076348968015
5.41,6.05,11.48,0.0,2019-01-02 03:00:00+00:00,244.68,5.56,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-468.02093747044034
5.81,6.07,10.78,0.0,2019-01-02 04:00:00+00:00,244.86,5.62,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-300.7342400440794
6.22,6.09,10.08,0.0,2019-01-02 05:00:00+00:00,245.04,5.67,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-133.44754261771834
6.62,6.12,9.38,0.0,2019-01-02 06:00:00+00:00,245.22,5.72,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,33.8391548086427
7.03,6.14,8.69,0.0,2019-01-02 07:00:00+00:00,245.4,5.78,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,34.56601612075277
7.43,6.16,7.99,0.0,2019-01-02 08:00:00+00:00,245.58,5.83,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,35.37070852397595
7.84,6.18,7.29,0.0,2019-01-02 09:00:00+00:00,245.76,5.88,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,36.244666838947346
8.24,6.2,6.59,0.0,2019-01-02 10:00:00+00:00,245.94,5.94,101.85335696013986,2022-07-03 18:42:49.342698,sg,La Paloma ZA,105.04537885349336
8.65,6.22,5.89,0.0,2019-01-02 11:00:00+00:00,246.12,5.99,410.2713846767182,2022-07-03 18:42:49.342698,sg,La Paloma ZA,314.2683941485249
9.05,6.24,5.19,0.0,2019-01-02 12:00:00+00:00,246.3,6.05,716.73283747749,2022-07-03 18:42:49.342698,sg,La Paloma ZA,522.0635616960509
9.46,6.26,4.49,0.0,2019-01-02 13:00:00+00:00,246.48,6.1,997.3719932021273,2022-07-03 18:42:49.342698,sg,La Paloma ZA,707.4122795049001
9.86,6.28,3.79,0.0,2019-01-02 14:00:00+00:00,246.66,6.15,1232.7472172283178,2022-07-03 18:42:49.342698,sg,La Paloma ZA,851.8619763958918
10.27,6.31,3.1,0.0,2019-01-02 15:00:00+00:00,246.84,6.21,1406.733615531965,2022-07-03 18:42:49.342698,sg,La Paloma ZA,937.3263421262194
10.67,6.33,2.4,0.0,2019-01-02 16:00:00+00:00,247.02,6.26,1507.4407855901522,2022-07-03 18:42:49.342698,sg,La Paloma ZA,942.4604245667009
11.07,6.35,1.7,0.0,2019-01-02 17:00:00+00:00,247.2,6.32,1527.9885317586895,2022-07-03 18:42:49.342698,sg,La Paloma ZA,828.9882096560794
11.48,6.37,1.0,0.0,2019-01-02 18:00:00+00:00,247.38,6.37,1466.9668820592085,2022-07-03 18:42:49.342698,sg,La Paloma ZA,456.32370075694604
10.77,6.21,1.0,0.0,2019-01-02 19:00:00+00:00,247.31,6.1,1328.5312027885188,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2330.2344731833005
10.06,6.06,1.0,0.0,2019-01-02 20:00:00+00:00,247.23,5.84,1122.1237062082516,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2114.1225753756103
9.35,5.91,1.0,0.0,2019-01-02 21:00:00+00:00,247.16,5.57,861.8479233958958,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1898.0106775679196
8.64,5.75,1.0,0.0,2019-01-02 22:00:00+00:00,247.08,5.3,565.582304826549,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1681.8987797602292
7.93,5.6,1.0,0.0,2019-01-02 23:00:00+00:00,247.01,5.04,254.30754863810927,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1465.7868819525386
7.23,5.44,1.0,0.0,2019-01-03 00:00:00+00:00,246.94,4.77,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1249.6749841448482
6.52,5.29,1.0,0.0,2019-01-03 01:00:00+00:00,246.86,4.5,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1033.5630863371578
5.81,5.13,1.0,0.0,2019-01-03 02:00:00+00:00,246.79,4.24,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-817.4511885294672
5.1,4.98,1.0,0.0,2019-01-03 03:00:00+00:00,246.71,3.97,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-601.3392907217768
4.39,4.82,1.0,0.0,2019-01-03 04:00:00+00:00,246.64,3.7,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-385.22739291408635
3.68,4.67,1.0,0.0,2019-01-03 05:00:00+00:00,246.56,3.44,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-169.11549510639588
2.97,4.51,1.0,0.0,2019-01-03 06:00:00+00:00,246.49,3.17,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,46.996402701294556
2.94,4.53,1.0,0.0,2019-01-03 07:00:00+00:00,247.4,3.2,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,46.98235867749757
2.91,4.56,1.0,0.0,2019-01-03 08:00:00+00:00,248.31,3.23,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,46.96831054821145
2.87,4.58,1.0,0.0,2019-01-03 09:00:00+00:00,249.22,3.26,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,46.94957334165473
2.84,4.6,1.0,0.0,2019-01-03 10:00:00+00:00,250.13,3.29,98.18467483623711,2022-07-03 18:42:49.342698,sg,La Paloma ZA,109.6596666028861
2.81,4.62,1.0,0.0,2019-01-03 11:00:00+00:00,251.04,3.32,406.63002680901883,2022-07-03 18:42:49.342698,sg,La Paloma ZA,311.5080837442282
2.78,4.64,1.0,0.0,2019-01-03 12:00:00+00:00,251.96,3.35,713.4161288006596,2022-07-03 18:42:49.342698,sg,La Paloma ZA,514.1883471087956
2.74,4.66,1.0,0.0,2019-01-03 13:00:00+00:00,252.87,3.38,994.5276901502476,2022-07-03 18:42:49.342698,sg,La Paloma ZA,696.2943883933036
2.71,4.68,1.0,0.0,2019-01-03 14:00:00+00:00,253.78,3.41,1230.4839560730848,2022-07-03 18:42:49.342698,sg,La Paloma ZA,839.3890195406042
2.68,4.71,1.0,0.0,2019-01-03 15:00:00+00:00,254.69,3.44,1405.1186662148991,2022-07-03 18:42:49.342698,sg,La Paloma ZA,925.8268131982736
2.64,4.73,1.0,0.0,2019-01-03 16:00:00+00:00,255.6,3.47,1506.4962351479812,2022-07-03 18:42:49.342698,sg,La Paloma ZA,935.9321596681735
2.61,4.75,1.0,0.0,2019-01-03 17:00:00+00:00,256.51,3.5,1527.6899742892883,2022-07-03 18:42:49.342698,sg,La Paloma ZA,836.0820087944686
2.58,4.77,1.0,0.0,2019-01-03 18:00:00+00:00,257.42,3.53,1467.245165450989,2022-07-03 18:42:49.342698,sg,La Paloma ZA,506.9888491295607
2.55,4.79,1.0,0.0,2019-01-03 19:00:00+00:00,258.33,3.56,1329.277203126211,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2143.5397030374165
2.51,4.81,1.0,0.0,2019-01-03 20:00:00+00:00,259.24,3.59,1123.1958123431903,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1944.4333707669348
2.48,4.83,1.0,0.0,2019-01-03 21:00:00+00:00,260.15,3.62,863.0816693309298,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1745.3270384964528
2.45,4.86,1.0,0.0,2019-01-03 22:00:00+00:00,261.06,3.65,566.8011888552307,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1546.2207062259708
2.42,4.88,1.0,0.0,2019-01-03 23:00:00+00:00,261.97,3.68,255.33082518306404,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1347.1143739554886
2.38,4.9,1.0,0.0,2019-01-04 00:00:00+00:00,262.89,3.71,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1148.0080416850067
2.35,4.92,1.0,0.0,2019-01-04 01:00:00+00:00,263.8,3.74,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-948.901709414525
2.32,4.94,1.0,0.0,2019-01-04 02:00:00+00:00,264.71,3.77,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-749.7953771440431
2.29,4.96,1.0,0.0,2019-01-04 03:00:00+00:00,265.62,3.8,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-550.6890448735611
2.25,4.98,1.0,0.0,2019-01-04 04:00:00+00:00,266.53,3.83,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-351.58271260307924
2.22,5.01,1.0,0.0,2019-01-04 05:00:00+00:00,267.44,3.86,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-152.47638033259736
2.19,5.03,1.0,0.0,2019-01-04 06:00:00+00:00,268.35,3.89,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,46.62995193788456
2.31,4.8,2.49,0.0,2019-01-04 07:00:00+00:00,266.94,3.77,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,43.32753662745563
2.44,4.58,3.98,0.0,2019-01-04 08:00:00+00:00,265.53,3.64,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,40.927376004587956
2.57,4.35,5.47,0.0,2019-01-04 09:00:00+00:00,264.12,3.52,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,38.926216185242446
2.7,4.12,6.96,0.0,2019-01-04 10:00:00+00:00,262.71,3.4,94.43846439187921,2022-07-03 18:42:49.342698,sg,La Paloma ZA,100.06646824700042
2.82,3.9,8.44,0.0,2019-01-04 11:00:00+00:00,261.29,3.28,402.9124034965343,2022-07-03 18:42:49.342698,sg,La Paloma ZA,309.35267076289244
2.95,3.67,9.93,0.0,2019-01-04 12:00:00+00:00,259.88,3.15,710.0330839419441,2022-07-03 18:42:49.342698,sg,La Paloma ZA,521.4558733410986
3.08,3.45,11.42,0.0,2019-01-04 13:00:00+00:00,258.47,3.03,991.6244494964859,2022-07-03 18:42:49.342698,sg,La Paloma ZA,715.3292520839318
3.21,3.22,12.91,0.0,2019-01-04 14:00:00+00:00,257.06,2.91,1228.1658107254927,2022-07-03 18:42:49.342698,sg,La Paloma ZA,873.5641634974459
3.33,3.0,14.4,0.0,2019-01-04 15:00:00+00:00,255.65,2.79,1403.4492180109557,2022-07-03 18:42:49.342698,sg,La Paloma ZA,980.550463967171
3.46,2.77,15.89,0.0,2019-01-04 16:00:00+00:00,254.24,2.66,1505.493865278204,2022-07-03 18:42:49.342698,sg,La Paloma ZA,1021.2244762461324
3.59,2.55,17.38,0.0,2019-01-04 17:00:00+00:00,252.83,2.54,1527.3267969758574,2022-07-03 18:42:49.342698,sg,La Paloma ZA,974.8433821443376
3.72,2.32,18.87,0.0,2019-01-04 18:00:00+00:00,251.42,2.42,1467.4490187061576,2022-07-03 18:42:49.342698,sg,La Paloma ZA,776.2160052446663
3.84,2.09,20.36,0.0,2019-01-04 19:00:00+00:00,250.01,2.29,1329.9366342409862,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-728.2636891289326
3.97,1.87,21.84,0.0,2019-01-04 20:00:00+00:00,248.59,2.17,1124.167728807319,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-660.9289311247453
4.1,1.64,23.33,0.0,2019-01-04 21:00:00+00:00,247.18,2.05,864.2010885612955,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-593.5941731205578
4.23,1.42,24.82,0.0,2019-01-04 22:00:00+00:00,245.77,1.93,567.8921636481647,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-526.2594151163704
4.35,1.19,26.31,0.0,2019-01-04 23:00:00+00:00,244.36,1.8,256.2149307255542,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-458.924657112183
4.48,0.97,27.8,0.0,2019-01-05 00:00:00+00:00,242.95,1.68,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-391.58989910799556
4.4,1.2,30.31,0.0,2019-01-05 01:00:00+00:00,247.02,1.83,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-324.2551411038082
4.32,1.43,32.83,0.0,2019-01-05 02:00:00+00:00,251.09,1.97,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-256.9203830996208
4.23,1.66,35.34,0.0,2019-01-05 03:00:00+00:00,255.15,2.12,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-189.5856250954334
4.15,1.89,37.86,0.0,2019-01-05 04:00:00+00:00,259.22,2.27,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-122.250867091246
4.07,2.12,40.37,0.0,2019-01-05 05:00:00+00:00,263.29,2.41,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-54.916109087058594
3.98,2.35,42.89,0.0,2019-01-05 06:00:00+00:00,267.36,2.56,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,12.4186489171288
3.9,2.58,45.4,0.0,2019-01-05 07:00:00+00:00,271.43,2.71,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,11.33186992329151
3.82,2.81,47.92,0.0,2019-01-05 08:00:00+00:00,275.5,2.85,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,10.281765107968575
3.73,3.04,50.43,0.0,2019-01-05 09:00:00+00:00,279.56,3.0,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,9.28884527347096
3.65,3.27,52.95,0.0,2019-01-05 10:00:00+00:00,283.63,3.15,90.61911155040477,2022-07-03 18:42:49.342698,sg,La Paloma ZA,75.98251261902767
3.57,3.5,55.46,0.0,2019-01-05 11:00:00+00:00,287.7,3.29,399.12166968989146,2022-07-03 18:42:49.342698,sg,La Paloma ZA,307.20679696535245
3.48,3.73,57.98,0.0,2019-01-05 12:00:00+00:00,291.77,3.44,706.5864249058942,2022-07-03 18:42:49.342698,sg,La Paloma ZA,539.3158450235547
3.5,3.77,56.14,0.0,2019-01-05 13:00:00+00:00,287.77,3.52,988.6644180578959,2022-07-03 18:42:49.342698,sg,La Paloma ZA,750.690938167137
3.52,3.81,54.29,0.0,2019-01-05 14:00:00+00:00,283.76,3.6,1225.7942405148058,2022-07-03 18:42:49.342698,sg,La Paloma ZA,925.6326496100701
3.53,3.85,52.45,0.0,2019-01-05 15:00:00+00:00,279.76,3.67,1401.7259774571314,2022-07-03 18:42:49.342698,sg,La Paloma ZA,1050.3856557319627
3.55,3.9,50.61,0.0,2019-01-05 16:00:00+00:00,275.75,3.75,1504.4336163347002,2022-07-03 18:42:49.342698,sg,La Paloma ZA,1113.115290793305
3.56,3.94,48.77,0.0,2019-01-05 17:00:00+00:00,271.75,3.83,1526.8982134533142,2022-07-03 18:42:49.342698,sg,La Paloma ZA,1100.9656243968097
3.58,3.98,46.93,0.0,2019-01-05 18:00:00+00:00,267.75,3.91,1467.577018287125,2022-07-03 18:42:49.342698,sg,La Paloma ZA,981.9041431072501
3.59,4.02,45.08,0.0,2019-01-05 19:00:00+00:00,263.74,3.99,1330.5075688997267,2022-07-03 18:42:49.342698,sg,La Paloma ZA,185.0250701629335
3.61,4.07,43.24,0.0,2019-01-05 20:00:00+00:00,259.74,4.07,1125.0371928696097,2022-07-03 18:42:49.342698,sg,La Paloma ZA,184.3262352544399
3.62,4.11,41.4,0.0,2019-01-05 21:00:00+00:00,255.73,4.14,865.2037743118619,2022-07-03 18:42:49.342698,sg,La Paloma ZA,183.62740034594628
3.64,4.15,39.56,0.0,2019-01-05 22:00:00+00:00,251.73,4.22,568.8528796324094,2022-07-03 18:42:49.342698,sg,La Paloma ZA,182.92856543745268
3.65,4.19,37.72,0.0,2019-01-05 23:00:00+00:00,247.72,4.3,256.95776280122675,2022-07-03 18:42:49.342698,sg,La Paloma ZA,182.22973052895907
3.67,4.24,35.88,0.0,2019-01-06 00:00:00+00:00,243.72,4.38,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,181.53089562046546
3.67,4.24,35.88,,2019-01-06 00:00:00+00:00,243.72,4.38,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,180.8320607119719
,,,,2019-01-09 00:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,180.13322580347827
,,,,2019-01-09 01:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,179.43439089498466
,,,,2019-01-09 02:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,178.73555598649105
,,,,2019-01-09 03:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,178.03672107799744
,,,,2019-01-09 04:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,177.33788616950383
,,,,2019-01-09 05:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,176.63905126101022
,,,,2019-01-09 06:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,175.94021635251661
,,,,2019-01-09 07:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,175.241381444023
,,,,2019-01-09 08:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,174.54254653552943
,,,,2019-01-09 09:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,173.84371162703584
,,,,2019-01-09 10:00:00+00:00,,,74.6734368632669,2022-07-03 18:42:49.342698,sg,La Paloma ZA,173.14487671854224
,,,,2019-01-09 11:00:00+00:00,,,383.252951294033,2022-07-03 18:42:49.342698,sg,La Paloma ZA,172.44604181004863
,,,,2019-01-09 12:00:00+00:00,,,692.1793171751509,2022-07-03 18:42:49.342698,sg,La Paloma ZA,171.74720690155502
,,,,2019-01-09 13:00:00+00:00,,,976.2601284003092,2022-07-03 18:42:49.342698,sg,La Paloma ZA,171.0483719930614
,,,,2019-01-09 14:00:00+00:00,,,1215.7635561959198,2022-07-03 18:42:49.342698,sg,La Paloma ZA,170.3495370845678
,,,,2019-01-09 15:00:00+00:00,,,1394.2699662247285,2022-07-03 18:42:49.342698,sg,La Paloma ZA,169.65070217607416
,,,,2019-01-09 16:00:00+00:00,,,1499.5736811255058,2022-07-03 18:42:49.342698,sg,La Paloma ZA,168.95186726758058
,,,,2019-01-09 17:00:00+00:00,,,1524.4756256051326,2022-07-03 18:42:49.342698,sg,La Paloma ZA,168.25303235908697
,,,,2019-01-09 18:00:00+00:00,,,1467.2641937111127,2022-07-03 18:42:49.342698,sg,La Paloma ZA,167.55419745059336
,,,,2019-01-09 19:00:00+00:00,,,1331.83074522579,2022-07-03 18:42:49.342698,sg,La Paloma ZA,166.85536254209975
,,,,2019-01-09 20:00:00+00:00,,,1127.4090471389618,2022-07-03 18:42:49.342698,sg,La Paloma ZA,166.15652763360617
,,,,2019-01-09 21:00:00+00:00,,,867.963684031292,2022-07-03 18:42:49.342698,sg,La Paloma ZA,165.45769272511257
,,,,2019-01-09 22:00:00+00:00,,,571.3117335359493,2022-07-03 18:42:49.342698,sg,La Paloma ZA,164.75885781661896
,,,,2019-01-09 23:00:00+00:00,,,258.4417382631597,2022-07-03 18:42:49.342698,sg,La Paloma ZA,164.06002290812535
,,,,2019-01-10 00:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,163.36118799963174
,,,,2019-01-10 01:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,162.66235309113813
,,,,2019-01-10 02:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,161.96351818264452
,,,,2019-01-10 03:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,161.2646832741509
,,,,2019-01-10 04:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,160.56584836565733
,,,,2019-01-10 05:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,159.86701345716372
,,,,2019-01-10 06:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,159.16817854867014
,,,,2019-01-10 07:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,158.46934364017653
,,,,2019-01-10 08:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,157.7705087316829
,,,,2019-01-10 09:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,157.0716738231893
,,,,2019-01-10 10:00:00+00:00,,,70.55903935096825,2022-07-03 18:42:49.342698,sg,La Paloma ZA,156.37283891469568
,,,,2019-01-10 11:00:00+00:00,,,379.1432271418453,2022-07-03 18:42:49.342698,sg,La Paloma ZA,155.67400400620207
,,,,2019-01-10 12:00:00+00:00,,,688.454150050213,2022-07-03 18:42:49.342698,sg,La Paloma ZA,154.97516909770846
,,,,2019-01-10 13:00:00+00:00,,,973.0467871926953,2022-07-03 18:42:49.342698,sg,La Paloma ZA,154.27633418921488
,,,,2019-01-10 14:00:00+00:00,,,1213.1451116684475,2022-07-03 18:42:49.342698,sg,La Paloma ZA,153.57749928072127
,,,,2019-01-10 15:00:00+00:00,,,1392.286855324227,2022-07-03 18:42:49.342698,sg,La Paloma ZA,152.87866437222766
,,,,2019-01-10 16:00:00+00:00,,,1498.2219756766694,2022-07-03 18:42:49.342698,sg,La Paloma ZA,152.17982946373405
,,,,2019-01-10 17:00:00+00:00,,,1523.7075731147581,2022-07-03 18:42:49.342698,sg,La Paloma ZA,151.48099455524047
,,,,2019-01-10 18:00:00+00:00,,,1466.9916016183272,2022-07-03 18:42:49.342698,sg,La Paloma ZA,150.78215964674686
,,,,2019-01-10 19:00:00+00:00,,,1331.9310927685126,2022-07-03 18:42:49.342698,sg,La Paloma ZA,150.08332473825325
,,,,2019-01-10 20:00:00+00:00,,,1127.733933958016,2022-07-03 18:42:49.342698,sg,La Paloma ZA,149.38448982975964
,,,,2019-01-10 21:00:00+00:00,,,868.3490384073448,2022-07-03 18:42:49.342698,sg,La Paloma ZA,148.68565492126604
,,,,2019-01-10 22:00:00+00:00,,,571.5890992814781,2022-07-03 18:42:49.342698,sg,La Paloma ZA,147.98682001277243
,,,,2019-01-10 23:00:00+00:00,,,258.4505742141439,2022-07-03 18:42:49.342698,sg,La Paloma ZA,147.28798510427882
,,,,2019-01-11 00:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,146.5891501957852
,,,,2019-01-11 01:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,145.8903152872916
,,,,2019-01-11 02:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,145.191480378798
,,,,2019-01-11 03:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,144.4926454703044
,,,,2019-01-11 04:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,143.7938105618108
,,,,2019-01-11 05:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,143.0949756533172
,,,,2019-01-11 06:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,142.39614074482358
,,,,2019-01-11 07:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,141.69730583632997
,,,,2019-01-11 08:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,140.99847092783637
,,,,2019-01-11 09:00:00+00:00,,,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,140.29963601934278
