TA,WS_MAX,HR,PP,timestamp,WD,WS,RG,ingestion_time,source,station,RN
-0.65,2.61,40.91,0.0,2019-03-22 06:00:00+00:00,246.25,2.16,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-72.99535677320031
-1.02,2.49,40.89,0.0,2019-03-22 07:00:00+00:00,248.08,2.02,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,18.616125422542183
-1.38,2.37,40.88,0.0,2019-03-22 08:00:00+00:00,249.9,1.87,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,18.93076938999623
-1.75,2.25,40.86,0.0,2019-03-22 09:00:00+00:00,251.73,1.73,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,19.24918302831284
-0.47,2.28,38.24,0.0,2019-03-22 10:00:00+00:00,255.63,1.81,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,19.18899718985246
0.81,2.31,35.62,0.0,2019-03-22 11:00:00+00:00,259.54,1.9,62.97892604238126,2022-07-03 18:42:49.342698,sg,La Paloma ZA,63.89961454619423
2.09,2.34,33.0,0.0,2019-03-22 12:00:00+00:00,263.44,1.98,382.3764128575219,2022-07-03 18:42:49.342698,sg,La Paloma ZA,291.63094886945896
3.95,2.94,27.66,0.0,2019-03-22 13:00:00+00:00,265.01,2.62,680.2781132731059,2022-07-03 18:42:49.342698,sg,La Paloma ZA,501.4998227802043
5.82,3.53,22.32,0.0,2019-03-22 14:00:00+00:00,266.57,3.26,931.5830083906394,2022-07-03 18:42:49.342698,sg,La Paloma ZA,669.0039393456673
7.68,4.13,16.98,0.0,2019-03-22 15:00:00+00:00,268.14,3.9,1118.7819340806132,2022-07-03 18:42:49.342698,sg,La Paloma ZA,770.9446556869092
8.43,4.46,15.93,0.0,2019-03-22 16:00:00+00:00,266.87,4.2,1229.0081946042453,2022-07-03 18:42:49.342698,sg,La Paloma ZA,793.4482029216048
9.17,4.78,14.89,0.0,2019-03-22 17:00:00+00:00,265.6,4.49,1254.7019745384887,2022-07-03 18:42:49.342698,sg,La Paloma ZA,655.318471523593
9.92,5.1,13.84,0.0,2019-03-22 18:00:00+00:00,264.33,4.79,1194.0904928014932,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1783.9650015382329
9.5,4.86,13.82,0.0,2019-03-22 19:00:00+00:00,263.78,4.7,1051.3040026723672,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1644.4937603748667
9.09,4.62,13.79,0.0,2019-03-22 20:00:00+00:00,263.22,4.62,836.1072453597482,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1505.0225192115006
8.67,4.38,13.76,0.0,2019-03-22 21:00:00+00:00,262.67,4.53,563.3029819252297,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1365.5512780481342
7.45,3.89,14.14,0.0,2019-03-22 22:00:00+00:00,261.42,3.95,252.28055125130692,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1226.0800368847679
6.23,3.4,14.51,0.0,2019-03-22 23:00:00+00:00,260.17,3.38,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1086.6087957214017
5.02,2.91,14.88,0.0,2019-03-23 00:00:00+00:00,258.92,2.8,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-947.1375545580356
4.47,2.52,13.96,0.0,2019-03-23 01:00:00+00:00,258.22,2.37,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-807.6663133946693
3.92,2.14,13.04,0.0,2019-03-23 02:00:00+00:00,257.53,1.95,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-668.1950722313029
3.38,1.76,12.11,0.0,2019-03-23 03:00:00+00:00,256.83,1.52,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-528.7238310679368
2.71,1.81,12.47,0.0,2019-03-23 04:00:00+00:00,256.57,1.49,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-389.25258990457047
2.04,1.85,12.83,0.0,2019-03-23 05:00:00+00:00,256.32,1.46,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-249.78134874120428
1.36,1.89,13.18,0.0,2019-03-23 06:00:00+00:00,256.06,1.43,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-110.31010757783801
0.84,1.99,16.96,0.0,2019-03-23 07:00:00+00:00,256.41,1.53,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,29.161133585528233
0.31,2.1,20.74,0.0,2019-03-23 08:00:00+00:00,256.77,1.63,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,27.064366652896254
-0.22,2.2,24.51,0.0,2019-03-23 09:00:00+00:00,257.12,1.73,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,25.278860344590246
0.54,2.1,25.56,0.0,2019-03-23 10:00:00+00:00,259.81,1.68,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,24.289034634740695
1.3,2.0,26.61,0.0,2019-03-23 11:00:00+00:00,262.51,1.64,59.179896397597226,2022-07-03 18:42:49.342698,sg,La Paloma ZA,64.4636827597085
2.06,1.9,27.66,0.0,2019-03-23 12:00:00+00:00,265.2,1.59,378.0096238196264,2022-07-03 18:42:49.342698,sg,La Paloma ZA,288.01229966876105
3.86,2.55,22.54,0.0,2019-03-23 13:00:00+00:00,266.31,2.29,675.5082475683432,2022-07-03 18:42:49.342698,sg,La Paloma ZA,494.331335183364
5.66,3.2,17.42,0.0,2019-03-23 14:00:00+00:00,267.43,2.99,926.3550212987465,2022-07-03 18:42:49.342698,sg,La Paloma ZA,656.5661043432362
7.46,3.85,12.3,0.0,2019-03-23 15:00:00+00:00,268.54,3.69,1113.0647286314033,2022-07-03 18:42:49.342698,sg,La Paloma ZA,749.4004326526652
8.03,4.5,11.25,0.0,2019-03-23 16:00:00+00:00,267.87,4.13,1222.8031537825555,2022-07-03 18:42:49.342698,sg,La Paloma ZA,757.1881014468566
8.6,5.14,10.2,0.0,2019-03-23 17:00:00+00:00,267.21,4.56,1248.0438194417625,2022-07-03 18:42:49.342698,sg,La Paloma ZA,579.1880399344658
9.16,5.79,9.14,0.0,2019-03-23 18:00:00+00:00,266.54,5.0,1187.045227429053,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2913.403408370102
8.59,5.51,9.82,0.0,2019-03-23 19:00:00+00:00,266.24,4.96,1043.964683626009,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2686.882635155683
8.02,5.23,10.5,0.0,2019-03-23 20:00:00+00:00,265.93,4.91,828.5883125183705,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2460.361861941264
7.44,4.95,11.18,0.0,2019-03-23 21:00:00+00:00,265.63,4.87,555.7357425796548,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2233.8410887268446
6.2,4.36,13.33,0.0,2019-03-23 22:00:00+00:00,265.46,4.22,244.8410801879782,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2007.320315512425
4.96,3.76,15.49,0.0,2019-03-23 23:00:00+00:00,265.28,3.58,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1780.799542298006
3.72,3.17,17.64,0.0,2019-03-24 00:00:00+00:00,265.11,2.93,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1554.278769083587
3.03,2.32,15.1,0.0,2019-03-24 01:00:00+00:00,302.72,2.11,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1327.7579958691674
2.34,1.46,12.55,0.0,2019-03-24 02:00:00+00:00,340.32,1.3,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1101.2372226547482
1.65,0.61,10.01,0.0,2019-03-24 03:00:00+00:00,17.93,0.48,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-874.7164494403288
1.1,1.17,10.88,0.0,2019-03-24 04:00:00+00:00,22.78,0.96,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-648.1956762259096
0.55,1.74,11.76,0.0,2019-03-24 05:00:00+00:00,27.64,1.44,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-421.67490301149024
0.0,2.3,12.63,0.0,2019-03-24 06:00:00+00:00,32.49,1.92,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-195.15412979707094
-0.65,2.37,14.29,0.0,2019-03-24 07:00:00+00:00,27.99,1.94,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,31.366643417348328
-1.31,2.43,15.94,0.0,2019-03-24 08:00:00+00:00,23.49,1.97,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,30.483950346850673
-1.97,2.5,17.6,0.0,2019-03-24 09:00:00+00:00,18.99,1.99,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,29.69980944195761
-0.99,2.43,18.4,0.0,2019-03-24 10:00:00+00:00,22.18,2.01,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,28.938724930210466
-0.01,2.36,19.2,0.0,2019-03-24 11:00:00+00:00,25.38,2.03,55.412273047054,2022-07-03 18:42:49.342698,sg,La Paloma ZA,65.82433525805908
0.97,2.29,20.0,0.0,2019-03-24 12:00:00+00:00,28.57,2.05,373.64059319122606,2022-07-03 18:42:49.342698,sg,La Paloma ZA,284.1355066400773
2.91,2.38,14.43,0.0,2019-03-24 13:00:00+00:00,4.1,2.28,670.7205319803642,2022-07-03 18:42:49.342698,sg,La Paloma ZA,483.8957860686938
4.84,2.46,8.86,0.0,2019-03-24 14:00:00+00:00,339.63,2.51,921.0960391240541,2022-07-03 18:42:49.342698,sg,La Paloma ZA,634.5034853719718
6.77,2.55,3.28,0.0,2019-03-24 15:00:00+00:00,315.16,2.74,1107.306545214711,2022-07-03 18:42:49.342698,sg,La Paloma ZA,699.7314735399978
7.5,2.83,3.15,0.0,2019-03-24 16:00:00+00:00,303.52,3.06,1216.5509826706057,2022-07-03 18:42:49.342698,sg,La Paloma ZA,679.4993221432765
8.22,3.12,3.03,0.0,2019-03-24 17:00:00+00:00,291.89,3.37,1241.336634791948,2022-07-03 18:42:49.342698,sg,La Paloma ZA,431.41400649249834
8.95,3.4,2.9,0.0,2019-03-24 18:00:00+00:00,280.25,3.69,1179.953420679598,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-5077.683559830381
8.58,3.47,3.55,0.0,2019-03-24 19:00:00+00:00,277.01,3.76,1036.5855370304087,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-4684.6344969251
8.22,3.54,4.2,0.0,2019-03-24 20:00:00+00:00,273.78,3.84,821.0400610998191,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-4291.58543401982
7.85,3.61,4.86,0.0,2019-03-24 21:00:00+00:00,270.54,3.91,548.1529435951486,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3898.5363711145387
6.65,3.14,7.62,0.0,2019-03-24 22:00:00+00:00,272.45,3.31,237.40502587031818,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3505.4873082092577
5.45,2.67,10.39,0.0,2019-03-24 23:00:00+00:00,274.36,2.71,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3112.4382453039775
4.25,2.2,13.15,0.0,2019-03-25 00:00:00+00:00,276.27,2.11,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2719.3891823986964
3.55,2.2,14.64,0.0,2019-03-25 01:00:00+00:00,296.75,2.0,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2326.340119493416
2.85,2.2,16.12,0.0,2019-03-25 02:00:00+00:00,317.24,1.9,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1933.291056588135
2.15,2.2,17.6,0.0,2019-03-25 03:00:00+00:00,337.72,1.79,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1540.2419936828544
1.48,2.37,17.53,0.0,2019-03-25 04:00:00+00:00,328.81,1.91,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1147.1929307775736
0.81,2.53,17.45,0.0,2019-03-25 05:00:00+00:00,319.89,2.03,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-754.1438678722927
0.15,2.7,17.38,0.0,2019-03-25 06:00:00+00:00,310.98,2.15,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-361.094804967012
-0.46,2.84,13.36,0.0,2019-03-25 07:00:00+00:00,304.03,2.25,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,31.954257938268746
-1.06,2.97,9.33,0.0,2019-03-25 08:00:00+00:00,297.08,2.36,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,35.012828679061066
-1.66,3.11,5.31,0.0,2019-03-25 09:00:00+00:00,290.13,2.46,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,38.59116837989006
-0.89,3.0,5.31,0.0,2019-03-25 10:00:00+00:00,291.38,2.45,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,38.71382963012764
-0.12,2.9,5.31,0.0,2019-03-25 11:00:00+00:00,292.64,2.45,51.67672909777417,2022-07-03 18:42:49.342698,sg,La Paloma ZA,72.20668732630247
0.65,2.79,5.31,0.0,2019-03-25 12:00:00+00:00,293.89,2.44,369.2688864661971,2022-07-03 18:42:49.342698,sg,La Paloma ZA,279.4982199248756
2.12,3.17,6.02,0.0,2019-03-25 13:00:00+00:00,291.11,2.93,665.9149376529601,2022-07-03 18:42:49.342698,sg,La Paloma ZA,471.66168728325664
3.58,3.55,6.73,0.0,2019-03-25 14:00:00+00:00,288.34,3.41,915.8065628683353,2022-07-03 18:42:49.342698,sg,La Paloma ZA,624.8459010160691
5.05,3.92,7.44,0.0,2019-03-25 15:00:00+00:00,285.56,3.9,1101.5084923582717,2022-07-03 18:42:49.342698,sg,La Paloma ZA,717.7504713589697
5.79,4.23,7.2,0.0,2019-03-25 16:00:00+00:00,281.77,4.15,1210.2534320076459,2022-07-03 18:42:49.342698,sg,La Paloma ZA,712.5049566861841
6.53,4.53,6.96,0.0,2019-03-25 17:00:00+00:00,277.97,4.39,1234.5828037454335,2022-07-03 18:42:49.342698,sg,La Paloma ZA,500.96977264391097
7.27,4.83,6.71,0.0,2019-03-25 18:00:00+00:00,274.18,4.64,1172.8180347580678,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-5297.153035462556
6.89,4.69,8.04,0.0,2019-03-25 19:00:00+00:00,273.46,4.56,1029.170011146162,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-4888.514452873107
6.52,4.54,9.36,0.0,2019-03-25 20:00:00+00:00,272.75,4.48,813.4662998927404,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-4479.8758702836585
6.15,4.4,10.69,0.0,2019-03-25 21:00:00+00:00,272.03,4.4,540.5586113275449,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-4071.237287694209
4.98,3.47,14.03,0.0,2019-03-25 22:00:00+00:00,282.1,3.42,229.9767185974449,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3662.59870510476
3.81,2.53,17.36,0.0,2019-03-25 23:00:00+00:00,292.18,2.45,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3253.9601225153115
2.63,1.6,20.7,0.0,2019-03-26 00:00:00+00:00,302.25,1.47,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2845.3215399258634
2.1,2.37,25.16,0.0,2019-03-26 01:00:00+00:00,331.86,2.17,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2436.6829573364143
1.56,3.13,29.62,0.0,2019-03-26 02:00:00+00:00,1.48,2.87,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2028.044374746965
1.03,3.9,34.08,0.0,2019-03-26 03:00:00+00:00,31.09,3.57,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1619.405792157516
0.52,3.7,38.61,0.0,2019-03-26 04:00:00+00:00,35.26,3.45,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1210.7672095680675
0.0,3.5,43.14,0.0,2019-03-26 05:00:00+00:00,39.42,3.32,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-802.1286269786185
-0.51,3.3,47.68,0.0,2019-03-26 06:00:00+00:00,43.59,3.2,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-393.4900443891697
-0.93,3.32,50.15,0.0,2019-03-26 07:00:00+00:00,42.84,3.17,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,15.148538200279127
-1.34,3.33,52.63,0.0,2019-03-26 08:00:00+00:00,42.08,3.14,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,14.739522124855785
-1.75,3.35,55.1,0.0,2019-03-26 09:00:00+00:00,41.33,3.11,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,14.375856120701675
-1.29,3.14,52.01,0.0,2019-03-26 10:00:00+00:00,29.75,2.91,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,14.893502314847227
-0.82,2.93,48.92,0.0,2019-03-26 11:00:00+00:00,18.18,2.71,47.97415573600223,2022-07-03 18:42:49.342698,sg,La Paloma ZA,50.021031119696296
-0.36,2.72,45.83,0.0,2019-03-26 12:00:00+00:00,6.6,2.51,364.89420209939095,2022-07-03 18:42:49.342698,sg,La Paloma ZA,279.0769608189864
1.4,2.98,34.05,0.0,2019-03-26 13:00:00+00:00,358.59,2.93,661.0915740268475,2022-07-03 18:42:49.342698,sg,La Paloma ZA,488.2313313653434
3.16,3.25,22.28,0.0,2019-03-26 14:00:00+00:00,350.57,3.36,910.4872289825815,2022-07-03 18:42:49.342698,sg,La Paloma ZA,648.3683851667103
4.92,3.52,10.5,0.0,2019-03-26 15:00:00+00:00,342.56,3.78,1095.6718029206409,2022-07-03 18:42:49.342698,sg,La Paloma ZA,724.9984922069084
5.8,4.18,8.08,0.0,2019-03-26 16:00:00+00:00,325.6,3.98,1203.912358220451,2022-07-03 18:42:49.342698,sg,La Paloma ZA,712.9707634891021
6.69,4.85,5.66,0.0,2019-03-26 17:00:00+00:00,308.64,4.19,1227.7847901960786,2022-07-03 18:42:49.342698,sg,La Paloma ZA,466.6173727722105
7.57,5.51,3.24,0.0,2019-03-26 18:00:00+00:00,291.68,4.39,1165.6420830632692,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-8425.552947093785
7.28,5.51,4.11,0.0,2019-03-26 19:00:00+00:00,289.8,4.26,1021.7215732828873,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-7776.3341272926245
6.98,5.51,4.98,0.0,2019-03-26 20:00:00+00:00,287.93,4.13,805.8708241924344,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-7127.115307491465
6.68,5.5,5.85,0.0,2019-03-26 21:00:00+00:00,286.05,4.0,532.9567282318826,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-6477.896487690303
5.7,4.44,8.62,0.0,2019-03-26 22:00:00+00:00,304.42,3.31,222.56044257330151,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-5828.677667889143
4.71,3.37,11.39,0.0,2019-03-26 23:00:00+00:00,322.78,2.62,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-5179.458848087982
3.73,2.3,14.16,0.0,2019-03-27 00:00:00+00:00,341.15,1.93,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-4530.240028286821
2.99,2.8,19.68,0.0,2019-03-27 01:00:00+00:00,358.81,2.4,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3881.0212084856603
2.26,3.31,25.21,0.0,2019-03-27 02:00:00+00:00,16.47,2.87,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3231.802388684499
1.53,3.81,30.73,0.0,2019-03-27 03:00:00+00:00,34.13,3.34,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2582.5835688833386
1.06,3.64,37.87,0.0,2019-03-27 04:00:00+00:00,32.05,3.23,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1933.3647490821777
0.6,3.47,45.0,0.0,2019-03-27 05:00:00+00:00,29.97,3.13,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1284.145929281017
0.13,3.31,52.13,0.0,2019-03-27 06:00:00+00:00,27.89,3.02,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-634.9271094798561
-0.56,3.18,51.46,0.0,2019-03-27 07:00:00+00:00,20.94,2.81,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,14.291710321304704
-1.25,3.05,50.79,0.0,2019-03-27 08:00:00+00:00,13.98,2.59,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,15.263760029010617
-1.94,2.92,50.11,0.0,2019-03-27 09:00:00+00:00,7.03,2.38,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,16.19073994767815
-1.1,2.89,38.69,0.0,2019-03-27 10:00:00+00:00,2.25,2.4,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,19.538495840540264
-0.27,2.86,27.28,0.0,2019-03-27 11:00:00+00:00,357.48,2.43,44.305655643530116,2022-07-03 18:42:49.342698,sg,La Paloma ZA,54.60663414840563
0.57,2.83,15.86,0.0,2019-03-27 12:00:00+00:00,352.7,2.45,360.51636582812455,2022-07-03 18:42:49.342698,sg,La Paloma ZA,274.2891632678461
2.6,3.32,11.53,0.0,2019-03-27 13:00:00+00:00,331.83,2.94,656.2506825424703,2022-07-03 18:42:49.342698,sg,La Paloma ZA,470.36005833639985
4.63,3.81,7.21,0.0,2019-03-27 14:00:00+00:00,310.97,3.44,905.138802531069,2022-07-03 18:42:49.342698,sg,La Paloma ZA,617.8610884382608
6.66,4.3,2.89,0.0,2019-03-27 15:00:00+00:00,290.1,3.93,1089.7978267920937,2022-07-03 18:42:49.342698,sg,La Paloma ZA,682.0987969589484
6.85,5.42,3.57,0.0,2019-03-27 16:00:00+00:00,288.18,4.38,1197.5297157683249,2022-07-03 18:42:49.342698,sg,La Paloma ZA,666.0332156456892
7.05,6.53,4.26,0.0,2019-03-27 17:00:00+00:00,286.25,4.83,1220.9451309762514,2022-07-03 18:42:49.342698,sg,La Paloma ZA,425.7338147946956
7.24,7.65,4.94,0.0,2019-03-27 18:00:00+00:00,284.33,5.28,1158.4286224332905,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-11429.374598583883
7.09,6.57,7.83,0.0,2019-03-27 19:00:00+00:00,279.48,4.84,1014.2437022726647,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-10548.714773522874
6.94,5.5,10.71,0.0,2019-03-27 20:00:00+00:00,274.63,4.4,798.2574086846023,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-9668.054948461866
6.8,4.42,13.6,0.0,2019-03-27 21:00:00+00:00,269.78,3.96,525.3512262255477,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-8787.395123400855
5.78,3.55,16.88,0.0,2019-03-27 22:00:00+00:00,269.75,3.21,215.1604324075777,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-7906.735298339846
4.77,2.67,20.15,0.0,2019-03-27 23:00:00+00:00,269.72,2.46,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-7026.075473278837
3.76,1.8,23.43,0.0,2019-03-28 00:00:00+00:00,269.69,1.71,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-6145.415648217829
3.26,1.8,25.21,0.0,2019-03-28 01:00:00+00:00,294.39,1.65,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-5264.755823156818
2.76,1.81,27.0,0.0,2019-03-28 02:00:00+00:00,319.09,1.6,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-4384.095998095809
2.26,1.81,28.79,0.0,2019-03-28 03:00:00+00:00,343.79,1.54,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-3503.4361730348
1.51,1.92,32.89,0.0,2019-03-28 04:00:00+00:00,355.3,1.57,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-2622.7763479737905
0.76,2.03,36.99,0.0,2019-03-28 05:00:00+00:00,6.82,1.6,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-1742.1165229127814
0.0,2.14,41.1,0.0,2019-03-28 06:00:00+00:00,18.33,1.63,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-861.4566978517722
-0.41,2.33,38.08,0.0,2019-03-28 07:00:00+00:00,352.98,1.8,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,19.203127209237028
-0.83,2.52,35.06,0.0,2019-03-28 08:00:00+00:00,327.62,1.97,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,20.795200713737476
-1.25,2.7,32.05,0.0,2019-03-28 09:00:00+00:00,302.27,2.14,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,22.37281608654414
-0.7,2.66,28.24,0.0,2019-03-28 10:00:00+00:00,303.05,2.17,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,23.723972760472527
-0.15,2.63,24.43,0.0,2019-03-28 11:00:00+00:00,303.83,2.19,40.67252585291685,2022-07-03 18:42:49.342698,sg,La Paloma ZA,53.254686588440556
0.4,2.59,20.62,0.0,2019-03-28 12:00:00+00:00,304.61,2.22,356.13531812460116,2022-07-03 18:42:49.342698,sg,La Paloma ZA,271.42615916076915
1.92,2.83,14.8,0.0,2019-03-28 13:00:00+00:00,299.07,2.62,651.3926242615901,2022-07-03 18:42:49.342698,sg,La Paloma ZA,469.29641898840333
3.45,3.07,8.97,0.0,2019-03-28 14:00:00+00:00,293.54,3.01,899.7621654507324,2022-07-03 18:42:49.342698,sg,La Paloma ZA,617.5891997987717
4.97,3.31,3.15,0.0,2019-03-28 15:00:00+00:00,288.0,3.41,1083.8880201534473,2022-07-03 18:42:49.342698,sg,La Paloma ZA,680.1929425361052
5.56,3.62,3.4,0.0,2019-03-28 16:00:00+00:00,282.47,3.62,1191.107547791835,2022-07-03 18:42:49.342698,sg,La Paloma ZA,658.8048378703469
6.15,3.92,3.65,0.0,2019-03-28 17:00:00+00:00,276.94,3.83,1214.0664281128177,2022-07-03 18:42:49.342698,sg,La Paloma ZA,400.13269728213817
6.73,4.22,3.9,0.0,2019-03-28 18:00:00+00:00,271.41,4.04,1151.1807471658678,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-21688.62047435118
6.93,3.38,8.0,0.0,2019-03-28 19:00:00+00:00,267.68,3.4,1006.7398842986438,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-20019.347214579153
7.13,2.55,12.09,0.0,2019-03-28 20:00:00+00:00,263.95,2.76,790.6298049135835,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-18350.07395480713
7.33,1.71,16.19,0.0,2019-03-28 21:00:00+00:00,260.22,2.12,517.7459855420118,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-16680.800695035097
5.94,1.51,18.59,0.0,2019-03-28 22:00:00+00:00,288.11,1.67,207.78087617962294,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-15011.52743526307
4.56,1.3,20.99,0.0,2019-03-28 23:00:00+00:00,316.01,1.22,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-13342.254175491045
3.17,1.1,23.39,0.0,2019-03-29 00:00:00+00:00,343.9,0.77,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-11672.98091571902
1.76,1.36,16.57,0.0,2019-03-29 01:00:00+00:00,337.14,0.95,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-10003.70765594699
0.36,1.62,9.74,0.0,2019-03-29 02:00:00+00:00,330.37,1.13,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-8334.434396174962
-1.05,1.87,2.92,0.0,2019-03-29 03:00:00+00:00,323.61,1.31,0.0,2022-07-03 18:42:49.342698,sg,La Paloma ZA,-6665.161136402935
